pc_50_day_P2
4
6
1387
120897
3
2
2
54
7
54686
3
8
3
2
3
4
2
4
5793
500099
8
3
37275
2
2
2
2
61
62594
11246
2
56008
3
14
2
128548
4
10
7
46383
142308
3
2
10
9
3
4
19101
3
500065
94894
16
500124
13
2
3
8
16
2
1666
6401
3
2
2
3
22174
4
160278
2709
153843
2183
3
3
4
59
121955
110
3
8937
2
17
3
4
7
271512
11
500020
2
6006
5
105991
10
5
500061
5
2
13501
3
75385
500050
76315
441901
2
3
6
4
6
234038
2
2
266798
3
2
101338
2
2
500461
86257
85839
5
500096
3
2
2
2
2
4
3
2
7
16052
4
2
5
11
2
10
3
7
4
500084
7
24
4
8
500245
65703
432939
5
419829
9
3
11
40
7
4816
16
500115
3
2
11
19
500458
7
3
12451
2
500156
5
2
3
12
13
2
3
79030
281979
3
15
2
2
2
4
4
2
4
500034
17
6
5
29
2
4
29
3
11
471498
3
5
3
5
2
4
38
294746
3
62850
3
3
3
12
43167
2
14
35008
3
93604
2
2
7650
3
2
3
5
4
64613
9
3
4
3
500076
2
2
6
22641
4
48871
5
3
2
348453
4
86832
3
4
2
111488
500276
3
11
4
3
4
57
2
2
100843
3
3
5
4
3
2
2
14
137222
39877
2
3
1511
62
2
3
11
12
39
51
3
3
179500
5
4
3
50759
2
6012
3
56
4
5
91896
129727
3
11
210832
5
444319
164720
7
2
4
9
13
248048
5
2
4
14
2
260456
2
84334
3
3
4
194780
2
1438
5837
4
3
17
6
500050
2
6
2
29353
3
128843
3
2
500024
6219
2
5
2
934
2
17710
3
6
207915
19
69221
960
5
8
19121
106
2
107000
2
3
50074
500061
6316
4
12
76945
2
11
23312
308925
2
2
3
25
3
13
7
2
2
143412
2
308137
7
2
2
78309
365314
9
59437
2
3
2
4
2
228086
19
6393
3
27209
4
5
6
9
500138
500118
226608
3
2
106820
313863
23
204445
2
2
41
13
2
3
9
13
3
9338
227954
87
25282
4
6
6
94760
7
3
174627
23672
6
5
2
500088
10
3
2
179772
5
3
232910
2
7
3
2
39307
249788
500479
14
3
4
3
2
3
5
500196
144243
3
179308
3
3
169908
3
132
4
432797
2
16989
195977
40365
3
14154
99096
2
7
226374
3
6
391938
2
77776
6
4
8
7
154282
3
3
4
4
193418
3
159074
4
5
345866
2
2
2
4
2
2
3
2
53449
5
3
2
500033
8
3
263251
2
2
2
59854
34153
2
2
14
11
500020
4
4
3
202117
8
338999
6
18341
8
16
8
2
5
777
5
2
3
2
2
11
15
3
5
4
12
2
2
19
11
3
3
10
500044
2
2
26
34142
5
6
3
6
50680
28
3799
11442
3
10
9771
3
4
6
2
15052
2
91181
2
5
72361
3
2
3
5
4
3
2
2
61
500117
391725
6
500065
5
170630
5
5
2
6
116116
233172
2
5
4
6
141157
13
4
3
2
4
2
6
4
2
3
2
49472
3
4
836
38
109118
11
10
179292
3
3
4
56668
2
3
2
6
28140
2
2
17
500134
2
124734
11767
3
500383
96699
3
4
10
23871
62
2581
3
4
124576
93208
7
2
44112
22
5
113102
7
2
3
158364
11
6
3
3
157300
4
67
4
2
80498
2
1892
2
2
2
7
54408
3
3
277815
3
31
4
5
15
7
5
2
7
2
45855
184638
5
7
500363
12
500145
3
6
8
3
32
43321
5
3
6
2
2
500097
2
3
2
434098
10
2
126619
118989
5
151762
7
479922
4
285925
4
2
4
141925
500027
2
2
9
264987
309291
4
5
8
7
116696
369360
3
8
138253
10
9
3663
4
6
3
209110
3487
7
3
80
2
118814
4
27
2
500193
3
4
4
9772
4
2
500202
424862
1054
4
20265
4
3
3
3
4
42193
4
3
2
2
4
299497
10917
3
3
6
11
3
3
6
6
67646
48938
140379
3
2
20
67363
2
1803
7
49553
2
4
46199
25
3
34427
6
4
500047
111303
3845
3
64326
2
3
42
6
5
328907
3
4
8
500030
2
2
6
3
51
2
2
3
2
129860
189096
307271
4
4
8
2
2
112424
3
678
5
2
293076
2
368162
102676
6
5
2
4
2
5
3
3
354136
6
4
150923
2
3
7
23
5
2
2
2
2
4
326639
82862
17
4
2
3
276293
3
500029
53022
5
2
18
10307
24750
7
17
55
10
6
4
153750
2
6
284292
4
2
4
6
7
65
174748
17
965
4
3
2
5
2
3
2
189795
5
3
8
2
3
7
293895
50924
1225
2
13
3
52
63
64507
6961
14
105848
176
4
2
3
2
2
2
2
2
378523
12
3
4
4
8
2
2
3
35
3
9
4
55847
391520
22211
5
4
9
2
150126
3
3
37
4
5004
6
2
2
100444
8045
3
27922
341555
4
79801
17
3
659
2
2
3
4
5
500069
2
4
500078
21
5
15
2
2
4
10
5
