pc_90_day_P2
4
6
1161
190486
3
2
2
54
7
53347
3
8
3
2
3
4
2
4
5581
500089
8
3
82950
2
2
2
2
61
105623
25215
2
111900
3
14
2
65838
4
10
7
33069
64715
3
2
10
9
3
4
74140
3
500108
37111
16
500130
13
2
3
8
16
2
1666
6900
3
2
2
3
18273
4
160020
2709
289049
1928
3
3
4
59
135590
110
3
8301
2
17
3
4
7
188357
11
440920
2
7016
5
195170
10
5
500046
5
2
53729
3
61715
500049
85432
500056
2
3
6
4
6
22611
2
2
259343
3
2
99372
2
2
500357
59156
132775
5
500083
3
2
2
2
2
4
3
2
7
22883
4
2
5
11
2
10
3
7
4
500100
7
24
4
8
500248
35655
359257
5
402295
9
3
11
40
7
19698
16
318255
3
2
11
19
500443
7
3
16886
2
500090
5
2
3
12
13
2
3
70074
215969
3
15
2
2
2
4
4
2
4
269894
17
6
5
29
2
4
29
3
11
492779
3
5
3
5
2
4
38
230820
3
50416
3
3
3
12
50085
2
14
34068
3
179175
2
2
7899
3
2
3
5
4
10706
9
3
4
3
500077
2
2
6
28800
4
43530
5
3
2
500043
4
109305
3
4
2
153594
500289
3
11
4
3
4
57
2
2
90846
3
3
5
4
3
2
2
14
76087
27547
2
3
1525
62
2
3
11
12
39
51
3
3
284241
5
4
3
97864
2
3182
3
56
4
5
110024
58202
3
11
113261
5
337291
150689
7
2
4
9
13
296829
5
2
4
14
2
322228
2
80642
3
3
4
286358
2
1605
12952
4
3
17
6
500028
2
6
2
24527
3
160686
3
2
500024
9326
2
5
2
934
2
22489
3
6
255893
19
56264
960
5
8
18739
106
2
90632
2
3
56550
500069
5805
4
12
59280
2
11
16398
234836
2
2
3
25
3
13
7
2
2
125646
2
365601
7
2
2
80264
475078
9
111631
2
3
2
4
2
216030
19
7396
3
19939
4
5
6
9
500109
500104
202285
3
2
159982
194290
23
152875
2
2
41
13
2
3
9
13
3
19999
104808
87
230704
4
6
6
341101
7
3
162801
29845
6
5
2
500091
10
3
2
282003
5
3
230300
2
7
3
2
61757
311672
500423
14
3
4
3
2
3
5
500156
43584
3
146678
3
3
200402
3
132
4
467107
2
11716
145170
69913
3
14513
133245
2
7
315327
3
6
345818
2
43972
6
4
8
7
184499
3
3
4
4
71302
3
115321
4
5
500062
2
2
2
4
2
2
3
2
39389
5
3
2
500025
8
3
194448
2
2
2
63822
42850
2
2
14
11
500009
4
4
3
185390
8
380122
6
18103
8
16
8
2
5
777
5
2
3
2
2
11
15
3
5
4
12
2
2
19
11
3
3
10
500057
2
2
26
32726
5
6
3
6
64416
28
3799
12915
3
10
20312
3
4
6
2
13449
2
69686
2
5
306744
3
2
3
5
4
3
2
2
61
500109
471430
6
500066
5
195808
5
5
2
6
129234
351296
2
5
4
6
202260
13
4
3
2
4
2
6
4
2
3
2
52997
3
4
8052
38
151959
11
10
222555
3
3
4
51645
2
3
2
6
13395
2
2
17
500120
2
86534
12312
3
500378
109739
3
4
10
12952
62
465
3
4
137771
34426
7
2
42839
22
5
108117
7
2
3
131576
11
6
3
3
89525
4
67
4
2
83049
2
1994
2
2
2
7
46759
3
3
211866
3
31
4
5
15
7
5
2
7
2
63806
160561
5
7
500367
12
500142
3
6
8
3
32
34906
5
3
6
2
2
500160
2
3
2
400714
10
2
136456
131954
5
165925
7
500082
4
196013
4
2
4
85883
139106
2
2
9
276087
360189
4
5
8
7
82372
403177
3
8
197478
10
9
10559
4
6
3
164912
1238
7
3
80
2
107495
4
27
2
500214
3
4
4
6779
4
2
500156
488560
1054
4
30283
4
3
3
3
4
53800
4
3
2
2
4
404926
10528
3
3
6
11
3
3
6
6
106225
50284
407799
3
2
20
77941
2
1289
7
42668
2
4
48668
25
3
40300
6
4
500048
152208
5927
3
74550
2
3
42
6
5
295826
3
4
8
365111
2
2
6
3
51
2
2
3
2
342055
500028
138602
4
4
8
2
2
101975
3
6504
5
2
306850
2
472140
214879
6
5
2
4
2
5
3
3
191739
6
4
241930
2
3
7
23
5
2
2
2
2
4
235555
77518
17
4
2
3
235480
3
500022
52283
5
2
18
9136
25245
7
17
55
10
6
4
40551
2
6
264531
4
2
4
6
7
65
156549
17
965
4
3
2
5
2
3
2
182047
5
3
8
2
3
7
395776
93249
1612
2
13
3
52
63
61537
12821
14
71233
176
4
2
3
2
2
2
2
2
434377
12
3
4
4
8
2
2
3
35
3
9
4
36442
318519
30803
5
4
9
2
270825
3
3
37
4
5138
6
2
2
84403
7506
3
28549
276090
4
77581
17
3
451
2
2
3
4
5
500054
2
4
484502
21
5
15
2
2
4
10
5
