pc_50_day_0
4
6
12189
230504
3
2
2
56
21
59417
3
8
3
2
3
4
2
4
19354
347437
8
3
2320
2
2
2
2
56
7918
28853
2
6509
3
9
2
500176
4
15
7
46273
168536
3
2
31200
18659
5
4
6243
3
500049
9073
16
8
14
2
3
8
16
2
44256
21
3
2
2
3
60
4
7
2159
500257
10
3
3
4
188
42444
10774
3
27423
2
17
3
4
7
84837
11
207133
2
3108
5
25607
25
5
9
5
2
100862
3
10469
241608
70889
27437
2
3
6
4
6
149599
2
2
54178
3
2
81974
2
2
500253
103
17510
5
77856
3
2
2
2
2
4
3
2
7
1858
4
2
5
10
2
10
3
7
4
167490
51953
21
4
6
308554
60597
111342
4
375552
7
3
11
23099
7
54267
16
19080
3
2
11
19
500501
7
3
13
2
213506
5
2
3
8
106097
2
3
11
70861
3
15
2
2
2
4
4
2
4
89576
17
6
5
13
2
4
7080
3
11
3854
3
5
3
5
2
4
38
17668
3
125667
3
3
10
121321
80191
2
14
8612
3
26066
2
2
6
3
2
3
5
4
38967
9
3
4
3
263424
2
2
47
15293
4
65007
5
3
2
339062
4
3739
3
4
2
12
500214
3
11
4
3
4
16804
2
2
47435
3
3
23
4
3
2
2
15
103
12016
2
3
6213
22803
2
3
6
98869
29
3
3
3
79523
5
4
3
45
2
12
3
18169
4
5
6
7360
3
9
147101
5
184051
34
7
2
4
1594
13
12232
1633
2
4
64690
2
30559
2
10091
3
3
6
166600
2
18119
18418
4
3
9742
6
3
2
6
2
21093
3
3
3
2
48887
5
2
5
2
87366
2
10359
3
6
94693
11058
32578
26125
5
6
43818
52103
2
5
2
3
14
291280
5
4
12
12
2
9
70216
405610
2
2
3
23
3
4
7
2
2
23364
2
10
6
2
2
65342
86066
9
34483
2
3
2
4
2
127098
18
110394
3
179879
4
5
21
25
500103
500108
26
3
2
129308
60576
22
114819
2
2
22
13
2
3
10
12
3
48027
109652
10753
26332
4
6
6
2815
7
3
252378
60
6
5
2
236194
36842
3
2
22068
53
3
137339
2
7
3
2
157946
80364
10393
14
3
4
3
2
3
5
397
13
3
500177
3
3
4080
3
74
4
159983
2
16574
33
13681
3
28
131617
2
7
38194
3
6
54818
2
28288
176941
4
8
7
15
3
5
4
4
56359
3
21
4
5
70647
2
2
2
4
2
2
3
2
122984
5
3
2
3058
391418
3
9
2
2
2
36811
31266
2
2
14
11
24
4
4
3
29
8
223152
6
59183
8
282954
8
2
5
3571
5
2
3
2
2
11
8
3
5
4
14
2
2
11
48
3
3
10
203399
2
2
24
10174
5
6
3
63
60
98921
68963
1352
3
36
41
3
4
6
2
76518
2
35305
2
5
10070
3
2
3
5
4
3
2
2
76174
384374
12439
6
293603
4
46531
5
5
2
6
28
317062
2
4
4
6
32207
332521
4
3
2
4
2
6
4
2
3
2
42041
3
4
28
38
8770
11
10
44446
3
3
4
6
2
3
2
6
7895
2
2
17
473345
2
5
58570
3
500504
24825
3
4
10
50614
6
12
3
4
36782
12
9
2
26325
22
5
17747
7
2
3
86871
11
6
3
3
7
4
59945
4
2
47947
2
62
2
2
2
7
70197
3
3
11094
3
31
4
5
11
7
5
2
7
2
157024
13
5
236244
500377
9
414929
7
27
5
3
46740
12524
10
3
5
2
2
39603
2
3
2
10
10
2
156710
40355
5
17
7
24466
4
140197
4
2
4
3520
74675
2
2
9
4179
3
4
5
9
7
6
12719
3
5
76
10
9
15
4
6
3
98706
13
7
3
53532
2
38692
4
4153
2
28253
3
4
4
464898
4
2
500304
500016
7
4
50
3262
3
3
3
4
35157
4
3
2
2
4
13
22
3
3
6
11
3
3
6
6
43829
3
107156
3
2
40748
170876
2
62
7
181622
2
4
2525
25
3
57110
6
4
20856
151424
7393
3
307505
2
3
39
6
4
14179
3
4
8
465250
2
2
6
3
27
2
2
3
2
32858
15
31980
4
4
8
2
2
25979
3
14072
11
2
500234
2
1761
396706
6
5
2
4
2
5
3
3
79748
6
4
272182
2
3
7
34
5
2
2
2
2
4
175936
114378
14
4
2
3
46577
3
204989
8
5
2
27532
17171
573
7
16
53
256
6
4
27442
2
6
69303
4
2
4
6
11
5923
21654
17
48
4
3
2
5
2
3
2
133407
5
3
8
2
3
7
192077
3226
27
2
16
3
51
5160
14
9044
33
68624
33616
4
2
3
2
2
2
2
2
200667
12
3
4
4
8
2
2
3
35
3
9
4
11743
77337
46
5
4
9
2
293595
3
3
19050
4
3814
6
2
2
170861
6
3
6
79997
4
1059
14
3
30240
2
2
3
4
5
5
2
4
277572
21
6
54190
2
2
4
10
5
