pc_100_day_0
4
6
1867
119625
3
2
2
56
21
60604
3
8
3
2
3
4
2
4
36483
303291
8
3
2490
2
2
2
2
56
56504
48821
2
146134
3
9
2
415648
4
3624
7
55997
189351
3
2
74546
37837
5
4
127
3
273245
15518
16
8
14
2
3
8
16
2
23121
21
3
2
2
3
60
4
7
7132
299497
10
3
3
4
134
88588
217
3
7477
2
17
3
4
7
65018
11
69074
2
41
5
40810
25
5
9
5
2
12755
3
19520
56873
25160
78826
2
3
6
4
6
26077
2
2
24485
3
2
76140
2
2
479885
103
6794
5
176539
3
2
2
2
2
4
3
2
7
9268
4
2
5
10
2
10
3
7
4
119299
177278
20
4
6
500195
61913
79133
4
500102
7
3
11
97701
7
89
16
43443
3
2
11
19
500434
7
3
13
2
343498
5
2
3
8
64242
2
3
11
114999
3
15
2
2
2
4
4
2
4
17576
16
6
5
13
2
4
14500
3
11
5780
3
5
3
5
2
4
45
69
3
60
3
3
10
87455
126419
2
14
1294
3
49036
2
2
6
3
2
3
5
4
33507
9
3
4
3
91185
2
2
47
26986
4
51531
5
3
2
63617
4
33305
3
4
2
12
500254
3
11
4
3
4
50248
2
2
98152
3
3
23
4
3
2
2
15
19130
3984
2
3
9860
29874
2
3
6
16576
29
3
3
3
57503
5
4
3
45
2
12
3
19129
4
5
6
34543
3
9
274803
5
293753
34
7
2
4
37893
13
4814
1072
2
4
124803
2
31753
2
3277
3
3
6
139883
2
29358
13933
4
3
5342
6
3
2
6
2
62691
3
3
3
2
11268
5
2
5
2
57911
2
6
3
6
73480
24417
167141
153780
5
6
45202
11411
2
5
2
3
14
242624
5
4
12
12
2
9
94750
151161
2
2
3
23
3
4
7
2
2
20281
2
10
6
2
2
75016
47324
9
32645
2
3
2
4
2
48413
18
230508
3
102137
4
5
21
25
184605
482573
26
3
2
755
22733
22
107867
2
2
22
13
2
3
10
23735
3
116736
22159
5216
18088
4
6
6
108796
7
3
324031
116139
6
5
2
500070
42430
3
2
65616
53
3
155151
2
7
3
2
13983
69273
414477
14
3
4
3
2
3
5
179288
13
3
321053
3
3
10840
3
74
4
247373
2
43300
33
40478
3
28
144307
2
7
45023
3
6
49992
2
69095
210012
4
8
7
15
3
5
4
4
120075
3
21
4
5
146568
2
2
2
4
2
2
3
2
70093
5
3
2
10050
298386
3
9
2
2
2
14842
18641
2
2
14
11
24
4
4
3
29
8
445483
6
154792
8
108170
8
2
5
34
5
2
3
2
2
11
8
3
5
4
14
2
2
11
48
3
3
10
145020
2
2
24
20327
5
6
3
63
60
42791
93327
569
3
36
41
3
4
6
2
81250
2
19838
2
5
15707
3
2
3
5
4
3
2
2
46775
500108
244428
6
149145
4
20789
5
5
2
6
28
200469
2
4
4
6
140533
92030
4
3
2
4
2
6
4
2
3
2
60515
3
4
26519
38
45008
11
10
70138
3
3
4
6
2
3
2
6
111
2
2
17
423866
2
5
476692
3
500428
28383
3
4
10
40648
6
12
3
4
18141
12
9
2
92881
22
5
19043
7
2
3
134755
11
6
3
3
7
4
140132
4
2
9492
2
62
2
2
2
7
62010
3
3
13749
3
31
4
5
11
7
5
2
7
2
123711
13
5
232369
500411
9
500132
7
27
5
3
54632
11049
10
3
5
2
2
39044
2
3
2
10
10
2
70610
129979
5
17
7
42784
4
65151
4
2
4
90508
87497
2
2
9
500
3
4
5
9
7
6
9960
3
5
918
10
9
15
4
6
3
48338
13
7
3
47058
2
141797
4
9528
2
41538
3
4
4
303349
4
2
500265
384691
7
4
50
4461
3
3
3
4
51899
4
3
2
2
4
13
17
3
3
6
11
3
3
6
6
48921
3
146934
3
2
74242
44
2
62
7
69927
2
4
3289
25
3
39756
6
4
20805
50626
14930
3
261850
2
3
39
6
4
1174
3
4
8
346118
2
2
6
3
27
2
2
3
2
60301
15
28997
4
4
8
2
2
30694
3
26
11
2
500228
2
74425
235482
6
5
2
4
2
5
3
3
34176
6
4
59309
2
3
7
34
5
2
2
2
2
4
89535
91193
14
4
2
3
62522
3
199629
8
5
2
19013
11536
1170
7
16
53
262
6
4
138986
2
6
100913
4
2
4
6
11
22185
23454
17
48
4
3
2
5
2
3
2
255751
5
3
8
2
3
7
144903
32456
28
2
16
3
51
40964
14
5080
33
51267
240
4
2
3
2
2
2
2
2
443911
12
3
4
4
8
2
2
3
35
3
9
4
33041
74759
19
5
4
9
2
245614
3
3
22987
4
48200
6
2
2
61626
6
3
6
236234
4
6312
16
3
55481
2
2
3
4
5
5
2
4
277906
21
6
55049
2
2
4
10
5
