pc_90_day_0
4
6
1798
117771
3
2
2
56
21
35075
3
8
3
2
3
4
2
4
46800
105770
8
3
10321
2
2
2
2
56
81380
54101
2
17064
3
9
2
500166
4
2254
7
48488
239810
3
2
28829
30779
5
4
2238
3
500051
24818
16
8
14
2
3
8
16
2
13582
21
3
2
2
3
60
4
7
14933
500116
10
3
3
4
158
128446
9570
3
12733
2
17
3
4
7
105807
11
81558
2
41
5
39801
25
5
9
5
2
9163
3
34245
65994
91859
71891
2
3
6
4
6
23266
2
2
69633
3
2
54239
2
2
500226
103
12602
5
122286
3
2
2
2
2
4
3
2
7
2387
4
2
5
10
2
10
3
7
4
131095
101882
20
4
6
416671
48154
37208
4
500150
7
3
11
120011
7
89
16
33500
3
2
11
19
500394
7
3
13
2
120740
5
2
3
8
60509
2
3
11
119877
3
15
2
2
2
4
4
2
4
66096
17
6
5
13
2
4
22676
3
11
79264
3
5
3
5
2
4
45
5777
3
13602
3
3
10
84900
122952
2
14
640
3
98713
2
2
6
3
2
3
5
4
35072
9
3
4
3
239475
2
2
47
37433
4
48821
5
3
2
126367
4
79386
3
4
2
12
500241
3
11
4
3
4
21198
2
2
51131
3
3
23
4
3
2
2
15
22807
3557
2
3
3608
109496
2
3
6
49804
29
3
3
3
117426
5
4
3
45
2
12
3
5614
4
5
6
21364
3
9
215330
5
188435
34
7
2
4
36310
13
5715
962
2
4
137528
2
30904
2
22586
3
3
6
212576
2
22088
11098
4
3
11488
6
3
2
6
2
44647
3
3
3
2
6591
5
2
5
2
57474
2
6
3
6
109141
13439
132582
92138
5
6
29361
17964
2
5
2
3
14
153598
5
4
12
12
2
9
59641
157639
2
2
3
23
3
4
7
2
2
20234
2
10
6
2
2
73050
42962
9
25430
2
3
2
4
2
83520
18
72601
3
117773
4
5
21
25
395466
307526
26
3
2
721
59764
22
117616
2
2
22
13
2
3
10
45299
3
167419
53699
3765
27648
4
6
6
71
7
3
301537
60
6
5
2
500107
69516
3
2
59556
53
3
69012
2
7
3
2
118104
37769
219137
14
3
4
3
2
3
5
266069
13
3
500259
3
3
12087
3
74
4
283635
2
46256
33
13321
3
28
196896
2
7
27926
3
6
59701
2
60056
196133
4
8
7
15
3
5
4
4
131093
3
21
4
5
138932
2
2
2
4
2
2
3
2
43421
5
3
2
944
189867
3
9
2
2
2
8859
18707
2
2
14
11
24
4
4
3
29
8
333135
6
132864
8
216351
8
2
5
34
5
2
3
2
2
11
8
3
5
4
14
2
2
11
48
3
3
10
274871
2
2
24
18469
5
6
3
63
60
29113
163058
569
3
36
41
3
4
6
2
99737
2
38206
2
5
15413
3
2
3
5
4
3
2
2
100364
422937
130399
6
260923
4
14079
5
5
2
6
28
236565
2
4
4
6
251646
159000
4
3
2
4
2
6
4
2
3
2
64889
3
4
12643
38
51970
11
10
17962
3
3
4
6
2
3
2
6
4262
2
2
17
500225
2
5
316585
3
500467
32628
3
4
10
107
6
12
3
4
22944
12
9
2
49381
22
5
6065
7
2
3
162033
11
6
3
3
7
4
145789
4
2
53778
2
62
2
2
2
7
54753
3
3
7401
3
31
4
5
11
7
5
2
7
2
92807
13
5
112809
500405
9
500099
7
27
5
3
41913
47
10
3
5
2
2
70413
2
3
2
10
10
2
31557
17096
5
17
7
6670
4
83281
4
2
4
5557
57
2
2
9
4234
3
4
5
9
7
6
37933
3
5
260
10
9
15
4
6
3
40631
13
7
3
45278
2
75068
4
26851
2
42301
3
4
4
186104
4
2
500415
399366
7
4
50
3089
3
3
3
4
65963
4
3
2
2
4
13
17
3
3
6
11
3
3
6
6
55677
3
209124
3
2
143173
44
2
62
7
70923
2
4
4712
25
3
26424
6
4
5232
55066
41981
3
296690
2
3
39
6
4
24315
3
4
8
110717
2
2
6
3
27
2
2
3
2
93251
15
18019
4
4
8
2
2
8192
3
34169
11
2
500229
2
76605
235518
6
5
2
4
2
5
3
3
79673
6
4
50540
2
3
7
34
5
2
2
2
2
4
120526
107670
14
4
2
3
4597
3
178699
8
5
2
74696
6306
1190
7
16
48
304
6
4
45815
2
6
186018
4
2
4
6
11
23204
51951
17
48
4
3
2
5
2
3
2
196206
5
3
8
2
3
7
174442
58508
28
2
16
3
51
26917
14
7590
33
73892
240
4
2
3
2
2
2
2
2
500215
12
3
4
4
8
2
2
3
35
3
9
4
5960
147566
46
5
4
9
2
196275
3
3
24174
4
44903
6
2
2
34334
6
3
6
186763
4
2145
16
3
9209
2
2
3
4
5
5
2
4
317992
21
6
41374
2
2
4
10
5
