pc_100_day_P2
4
6
1161
122625
3
2
2
54
7
47570
3
8
3
2
3
4
2
4
5052
500092
8
3
30263
2
2
2
2
61
148261
31577
2
99836
3
14
2
117773
4
10
7
32432
211289
3
2
10
9
3
4
83074
3
500052
77390
16
500113
13
2
3
8
16
2
1666
6900
3
2
2
3
18181
4
117251
2709
314076
1928
3
3
4
59
119823
110
3
8373
2
17
3
4
7
208417
11
500021
2
7016
5
264410
10
5
500067
5
2
38950
3
93506
500050
80776
393555
2
3
6
4
6
28261
2
2
334007
3
2
98587
2
2
500372
59987
114230
5
500075
3
2
2
2
2
4
3
2
7
17010
4
2
5
11
2
10
3
7
4
500128
7
24
4
8
500227
35152
437416
5
367342
9
3
11
40
7
15568
16
416149
3
2
11
19
500503
7
3
37777
2
500115
5
2
3
12
13
2
3
71698
308264
3
15
2
2
2
4
4
2
4
332420
17
6
5
29
2
4
29
3
11
500034
3
5
3
5
2
4
38
292845
3
37690
3
3
3
12
59724
2
14
41744
3
96572
2
2
8418
3
2
3
5
4
12143
9
3
4
3
500080
2
2
6
25213
4
43051
5
3
2
500044
4
110802
3
4
2
148460
500272
3
11
4
3
4
57
2
2
115473
3
3
5
4
3
2
2
14
43393
32187
2
3
1525
62
2
3
11
12
39
51
3
3
351423
5
4
3
103966
2
2662
3
56
4
5
118736
63602
3
11
214057
5
500030
145175
7
2
4
9
13
247257
5
2
4
14
2
346055
2
77269
3
3
4
159701
2
3856
11744
4
3
17
6
500046
2
6
2
27414
3
110166
3
2
500067
9653
2
5
2
1899
2
15321
3
6
304741
19
38326
960
5
8
17910
106
2
75341
2
3
192342
500056
5805
4
12
61955
2
11
16398
264731
2
2
3
25
3
13
7
2
2
91735
2
267450
7
2
2
96704
397391
9
115698
2
3
2
4
2
261392
19
2166
3
29558
4
5
6
9
500127
500105
168509
3
2
231579
225006
23
131938
2
2
41
13
2
3
9
13
3
18835
84066
87
185821
4
6
6
302830
7
3
154929
22782
6
5
2
414358
10
3
2
225415
5
3
174058
2
7
3
2
57463
301226
500422
14
3
4
3
2
3
5
500286
51260
3
137451
3
3
137501
3
132
4
379564
2
18555
187981
49229
3
15686
133339
2
7
292972
3
6
351240
2
48712
6
4
8
7
150824
3
3
4
4
111943
3
130604
4
5
484315
2
2
2
4
2
2
3
2
49824
5
3
2
471672
8
3
249449
2
2
2
58743
45283
2
2
14
11
500008
4
4
3
212730
8
315626
6
17279
8
16
8
2
5
777
5
2
3
2
2
11
15
3
5
4
12
2
2
19
11
3
3
10
500043
2
2
26
37303
5
6
3
6
72065
28
3799
12385
3
10
21487
3
4
6
2
11766
2
63659
2
5
364301
3
2
3
5
4
3
2
2
61
500160
379862
6
500071
5
169281
5
5
2
6
131313
334630
2
5
4
6
193845
13
4
3
2
4
2
6
4
2
3
2
43864
3
4
8058
38
120113
11
10
351532
3
3
4
52479
2
3
2
6
13395
2
2
17
500161
2
82160
11757
3
500412
95853
3
4
10
19469
62
62
3
4
99869
42548
7
2
44612
22
5
103145
7
2
3
136713
11
6
3
3
110855
4
67
4
2
94698
2
1438
2
2
2
7
103248
3
3
278103
3
31
4
5
15
7
5
2
7
2
46909
108890
5
7
500357
12
500158
3
6
8
3
32
25493
5
3
6
2
2
500108
2
3
2
496502
10
2
82415
138916
5
161247
7
476607
4
286270
4
2
4
144455
206393
2
2
9
339908
469309
4
5
8
7
40856
354268
3
8
134448
10
9
12753
4
6
3
218260
1459
7
3
80
2
87111
4
27
2
500192
3
4
4
5575
4
2
500188
493891
1197
4
26439
4
3
3
3
4
56284
4
3
2
2
4
474392
10543
3
3
6
11
3
3
6
6
71618
90167
328416
3
2
20
74477
2
1289
7
44276
2
4
49056
25
3
39353
6
4
500053
134427
5712
3
76771
2
3
42
6
5
287120
3
4
8
500025
2
2
6
3
51
2
2
3
2
127657
290821
138267
4
4
8
2
2
121432
3
7181
5
2
307874
2
376320
116494
6
5
2
4
2
5
3
3
251275
6
4
139274
2
3
7
23
5
2
2
2
2
4
122716
55782
17
4
2
3
146315
3
430364
43934
5
2
18
13633
15131
7
17
55
10
6
4
50277
2
6
282870
4
2
4
6
7
65
152803
17
126
4
3
2
5
2
3
2
167449
5
3
8
2
3
7
411699
77106
1612
2
13
3
52
63
46547
7746
14
78383
176
4
2
3
2
2
2
2
2
273021
12
3
4
4
8
2
2
3
35
3
9
4
49857
435711
38236
5
4
9
2
142756
3
3
37
4
717
6
2
2
91044
9322
3
28949
341435
4
73483
17
3
451
2
2
3
4
5
500067
2
4
384869
21
5
15
2
2
4
10
5
