pc_100_day_N-3
1325
12
31
154
2519
15
3798
17305
39
959
13
16
94
186
17
38
7296
3352
31
29
2167
12
27
30
560
1548
44
26
3875
692
28
29
273
24
3956
2258
2087
33
37
7461
25
50
159
8537
19
15555
386
891
387
37
49
23
106
14
22
3795
1773
423
41
18
45
504
42
18
19
1095
3093
15
4378
36
21
27
628
5769
29
37
324
16
3466
1795
18
68
4959
16
33
115
4131
58
1102
16
31
12
40
24
3660
29
2835
553
15
128
3391
16
19
3284
3969
257
380
46
33
13
2212
17
34
15
2741
2416
42
16
25
24
31
7260
3210
18
14
43
18
941
20
1907
24
17
44
576
17
128
43
5672
50
4107
34
3732
3103
20
21
28
65
68
15
27
17
89
10569
18
6143
1163
4018
6232
20
15
19
5411
28
37
618
90
23
1048
120
32
31
39
13
182
2379
213
29
33
15
39
40
10662
246
122
58
59
80
35
30
19
77
32
441
23
35
21
31
3148
2343
45
27
1166
522
365
46
4318
3040
18
39
829
155
597
25
26
38
26
32
29
48
1190
1388
43
141
14
22
16
617
6407
17
2705
146
31
32
23
227
18
6051
5081
16596
81
3874
128
119
27
1898
20
1365
18
33
3855
617
42
1414
17
777
719
23
55
13
14
528
20
55
15
5356
20
1556
16
47
89
1476
23
532
6176
102
1281
59
13
18034
12
42
16
1281
976
20
36
33
30
49
16400
51
15
94
6185
1766
58
15
17
20
18
15
18
7897
1471
32
98
25
9956
145
18
97
578
478
917
48
71
605
43
31
2077
4867
172
29
17
5774
57
2113
94
197
32
1361
4524
22
3970
43
25
513
2180
34
28
22
7290
20
732
4881
104
264
919
33
27
1946
80
19
37
417
80
2607
20
25
22
13
2068
2726
20
2043
12
5510
53
39
541
1158
15
16
35
17
1669
394
1010
20
637
82
20
112
24
744
76
4011
13
7474
28
16
21
3975
58
41
2353
2395
957
232
2915
86
3945
138
43
2302
31
12624
5519
8331
29
16
13
58
37
639
99
24
17
4006
17
1743
21
11012
806
13
9181
5795
16
16970
1101
31
3581
28
1748
18
15
45
3559
1601
806
14
23
5682
2528
1185
19
19
44
1684
17
17
24
1360
17
3059
13
49
4101
26
2894
2056
733
73
14
1719
12
89
15
1396
61
550
8489
18
33
255
19
3763
13
63
24
19
1483
34
52
31
16
18
112
27
6117
29
212
25
35
44
67
15
877
3368
16
15
25
7352
1017
12
6487
3532
716
17
29
15
19
77
8008
3127
2605
1878
16
1084
23
23
98
60
24
2972
4588
20
31
228
18
1918
23
71
3644
40
4260
29
20
21
21
1841
24
6321
18
1274
533
20
16
7777
41
2066
20
53
21
16
8009
18
11244
386
4565
15
59
164
23
15
3451
90
22
1756
106
20
41
1470
878
72
1419
1632
1219
6320
13
32
9632
19
1305
40
38
3391
30
24
31
4844
563
747
35
25
11782
915
17479
19
595
28
15
20
58
77
23351
15
104
111
9621
18
605
1017
51
48
84
1102
217
816
671
394
336
29
893
3043
2684
16
47
6940
2164
25
22
4594
21
59
24
45
16
3004
1049
9311
4715
8075
10762
18520
2518
41
44
47
16
66
19
16
3674
16
25
175
4367
27
807
39
2538
18
14839
21
30
29
1250
87
16
88
319
13
4617
16
21
458
26
988
1235
28
2505
15
539
624
21806
7555
632
19
21
225
6506
402
1114
7006
48
4123
7865
814
16
3064
1011
19
25
3776
133
3328
13
16
6768
18
18
18
923
12483
25
41
26
28
37
30
1273
369
35
28
6514
3467
6980
17
928
16
16
6075
16
16
114
13
25
17728
14324
24
314
21
28
3071
95
35
332
59
22
16
7955
46
197
34
17
37
936
15
26
536
11067
557
3374
21
30
40
36
19
27
1770
2560
79
1087
681
791
48
351
143
11461
5840
98
40
123
43
575
28
18
7063
1176
13
265
2666
24
330
3087
18
370
102
1186
670
2591
3377
4088
91
24
34
8519
497
12
73
978
1070
143
27
16
35
38
154
30
62
146
792
52
21
81
1628
21
14
20
23
3332
30
88
33
178
25
62
18
1718
53
50
409
16
32
40
24
8477
64
46
77
2613
26
18
412
2224
30
65
3285
123
163
16
18
22
59
3647
14
42
26
13
418
88
2268
32
28
36
335
1869
19
13
37
33
31
8321
957
18
33
19
29
31
59
7606
4437
6906
542
162
261
79
199
1571
27
15
69
20
12
11114
34
5972
24554
970
6831
494
16
285
40
551
20
7406
2631
67
231
3994
1158
37
40
25
1216
32
85
24
73
5583
35
27
1240
43
13
381
2624
2048
871
34
1351
32
10494
17
33
2965
470
8640
24
36
699
25
20
78
62
15
35
15
9628
1707
8800
17
76
1967
16
1270
14246
1254
18
767
18
38
32
51
300
50
43
61
91
2991
18
821
14035
16
1073
2507
14
45
52
24
107
49
25
36
32
19
19
18
757
39
55
57
39
7513
1792
14
2093
35
1315
17346
13
2585
35
1090
26
9260
612
43
572
3027
17
16
68
15
27
74
3145
117
104
452
22
29
576
240
21
23
380
157
850
49
19
19
24
14
77
21
17
40
1102
537
1928
30
18
16008
21
78
386
50
6060
92
25
39
3832
45
38
48
62
7135
150
48
4174
32
24
3368
65
13
45
42
3483
1914
39
88
4128
25
1537
29
34
27
23
7197
36
3808
14
16
68
100
376
3087
16
14
50
12270
25
55
8296
161
132
1590
132
3284
33
52
21
23384
84
68
4327
4714
129
60
36
2119
4021
83
9591
6008
35
59
3219
16
17
17
16
36
74
1562
19
224
217
841
37
49
16
216
17
1219
1391
2467
3837
124
23
9187
444
44
26
85
27
4807
70
20
77
1339
1021
16
20
50
72
38
3871
30
1687
2492
2041
20
19
2641
352
97
12
168
29
20
79
263
5778
24
361
23
3429
156
14
234
586
2954
57
14627
95
4066
22
22
40
49
5575
43
7998
20
28
796
33
24
5304
1025
45
4069
31
2477
4954
1971
7785
12
30
312
60
4947
142
22
17
48
47
703
34
20759
13
1425
18
13
635
14
2599
19
1568
282
1314
19
26
4767
44
20
1040
5099
502
2007
44
24
116
36
29
14
15146
3027
4474
40
37
5665
518
4500
24
17
21
715
27
13
16
929
49
20
99
32
6091
25
46
4269
4627
17
14
648
4721
49
16
51
69
2091
2287
2942
36
44
1014
34
3026
3580
15
68
532
159
1078
3755
46
31
14
583
6828
13
3126
377
428
2511
146
3076
30
497
18
2618
16
51
187
2574
79
2316
30
19
234
668
594
28
1602
31
73
1500
18
3454
264
27
474
144
3678
2904
159
24
1161
4931
2054
329
23
10666
35
15
6410
53
2753
143
15
2558
24
23
20
12401
75
32
21
1070
67
27
13
503
142
929
28
1920
4413
98
325
1875
16
13
1396
21
4004
3018
22
52
391
13
52
348
2804
5484
20
25
11743
157
28
18
1715
1348
19
412
23
20
12
28
56
14
19
2860
12
97
16
985
67
655
31
16
32
22
68
151
28
49
388
2358
55
41
4627
20
41
71
43
10708
39
4087
22
961
2238
13
25
634
5674
15
19071
23
585
45
13358
813
3771
2362
330
24
33
1726
827
158
2564
96
15
1703
16
1902
5180
114
1792
8395
44
1094
5587
75
22
19
67
1102
49
11100
2411
20
44
19
161
48
3211
39
2275
26
429
16
16
14
54
2411
7259
385
26
32
49
97
20
1222
22
9782
7031
21
15
672
294
22
37
4475
14163
7226
2583
19
37
98
53
31
49
20
17
26
1338
20
60
84
1477
223
29
44
17
64
1243
3755
30
18
1595
24
102
76
62
22
1342
17
1597
29
68
71
2067
56
88
22
39
120
11876
1321
18
30
20
61
25
496
13
3434
38
4282
52
19
2256
21
1660
3112
18
15
1604
16
102
23
5269
38
1238
2723
1824
76
874
19
44
136
1138
847
1269
27
16
23
20
544
19
629
25
117
14
2589
1263
15
891
21
1765
16623
14
383
410
28
84
751
33
728
7037
20
12235
10576
16
65
15
21
125
13
68
861
29
20
34
17
21
19
16
1447
22
100
1428
24
2611
8577
5689
4858
21
862
25
30
86
6383
15
19
47
41
36
5489
1263
492
2685
36
5827
20
44
20
5388
97
12
21
4149
15
36
2544
256
39
1789
34
15
14
7676
218
28
2976
14
31
5904
466
59
262
211
17
12637
2119
139
21
4024
165
21
23
33
26
104
15
5264
14
782
898
69
2671
24
1323
1951
15
7487
22
7095
1380
15434
21
10524
26
19
22
51
1290
1991
125
1993
14
19
3199
52
1491
1522
46
15
68
6662
1783
3132
713
32
4866
217
23
13
14
95
20
950
82
96
28
111
25
29
277
1742
1039
20
84
2558
27
3447
23
2788
557
15
6242
6024
6872
33
22
16
3155
60
504
620
15
36
5568
28
21
13
85
32
2246
74
8034
624
15
20
25
16
142
8200
29
4195
50
1870
17
7590
28
1235
2430
6487
1079
18
745
1591
13
39
228
893
1917
343
39
731
400
64
51
12
44
19
1989
25
1500
18
96
31
62
631
1513
35
1842
813
3609
349
393
15
22
24
3455
15312
38
20
2346
1015
20
6773
43
3548
400
543
3651
89
42
50
9029
2893
2612
37
28
13
47
14
14
3417
22
4491
18
82
1606
75
35
33
1238
1452
23
14
187
152
2658
22
19
43
38
2491
6217
53
20
19
17
31
21
34
1044
72
20
37
15
352
2237
749
23
1294
21
14
27
27
14240
59
16
40
29
1080
2371
204
34
12
17
13
2497
1825
1669
2814
19
21
370
65
31
16
70
21
1843
71
307
26
7087
10940
512
28
84
61
121
14
28
997
333
507
1193
58
805
21
16
19
20431
3527
29
506
27
219
41
28
66
3667
37
211
1610
6199
1648
136
2675
29
22
59
19
15
68
1128
1821
351
164
24
22
51
7693
101
54
17
34
164
21
67
61
996
36
21
13
861
28
35
10176
8608
553
24
219
13
22
1612
9367
5533
2469
237
3191
2438
328
63
29
16
738
122
54
6161
12
868
30
196
22
57
21
42
4148
3006
16
41
25
16
444
19
50
17
1358
19
586
98
13663
47
15
2101
32
120
14
203
40
3040
33
12154
1172
57
71
58
38
1188
15
52
43
3347
8865
1165
23
61
20
18
1885
17
18
38
59
429
29
3363
8673
28
3764
21
403
14
35
71
3526
6129
12
1594
35
1872
42
2140
2156
16
2369
183
15
799
49
32
20
42
27
29
12371
30
4725
51
20
1470
2289
5666
89
29
2278
701
13
7060
43
638
21
3606
27
1523
321
9380
24
13
27
47
20
38
2292
10023
36
30
18
18
75
12
22
17
1398
16
5425
501
5953
591
1668
30
44
39
28
46
33
12
363
174
31
597
1412
174
795
41
1859
21
4434
16
1484
1967
6652
16
6327
63
25
2764
115
14
47
32
19
4583
17
38
183
497
9986
4485
19
1917
19
132
20
8576
8419
360
25
48
108
430
1964
3674
29
22
12
268
17
10387
14
17
22
51
2433
25
388
7982
21
1345
82
21
4084
25
107
3781
3877
17
627
2342
196
20
2198
136
176
1774
83
46
17
22
13
87
8430
54
97
21
31
63
4521
3060
22
34
33
2265
48
8915
2921
862
29
478
4098
703
31
2055
28
17
51
55
7196
42
136
13
157
20
20
33
48
20
15
12
21
1350
26
132
3140
676
22
18
56
1297
18
1310
1264
13
1920
2770
792
32
6834
39
244
38
21
139
162
23
1618
30
16
12
3313
47
15
15
3295
2468
16
13305
43
2817
55
27
31
453
18
1613
23
6846
32
16
24
33
