pc_90_day_N2
4870
12
1565
7118
12464
15
98
5924
35
13768
13
17
94
1790
17
1967
729
854
31
29
8624
12
107
6294
129
57
41
25
1783
37
19
1211
66
144
2487
26
20
238
6726
6566
28
45
12411
38
29
20777
2015
44
65
19
659
9008
45
14
1664
25
156
1372
13
1669
4537
28
48
18
22
75
3020
22
7810
42491
45
25
882
17812
3451
70
64
26
115
113
19
2411
4153
16
2159
4307
538
1683
4133
16
1984
12
99
22
24130
27
52
1864
15
277
3170
15
29
2449
33
46
25
319
13
13
26
25
48
38
19
1721
1292
61
30
2796
1616
20
13162
664
14
2898
4556
1466
20
10305
25
22
39
25
15
29
1447
32
93
112
8691
5421
37
17
15
29
1000
22
38
570
16
23
5757
3612
33
99
250
15
1044
15
32
14975
471
29
2390
4604
13
19186
39
120
25
16
13
33
1477
2871
22
43
15
62
60
8519
42
27
4755
52
4222
115
2777
19
3189
32
36
23
27
21
5026
12348
1000
47
3553
50
8619
19
29
1243
2517
125
27
1812
483
1146
26
171
112
32
39
21
38
18
6170
51
682
30
2536
16
87
1655
2455
6604
89
31
3154
55
52
25
302
679
820
3950
16
83
1730
14678
8538
47
23
20
44
1013
548
47
3843
27
16
20307
2784
48
3973
14
42
20
209
15
10216
2515
527
19
57
25
1744
18896
65
30
102
4992
17
13
55
12
1744
31
24
3552
85
552
787
214
58
9250
4649
16
17313
14757
114
729
15
19
20
24
481
19
45
13558
428
389
34
35
626
21
66
167
1895
12731
5980
51
48
3204
1734
16259
49
20
28
116
972
26
4960
121
128
27
111
43
31
6888
40
32
15295
34
38
16
23
4055
15
6698
159
42
393
12521
22
27
39
2241
68
38
7446
42
36
45
25
22
13
17
52
21
9592
12
2711
43
21
25
6060
17
16
145
17
1204
44
1622
56
78
4377
28
3855
19
5121
21
43
21
9181
26
21
21
7321
1554
811
33
1515
4582
43
5095
4516
4516
266
1089
83
31
20819
1231
1190
9492
42
13
4569
40
121
22
20
19
25388
23
1445
21
10216
44
13
142
5531
19
40
1047
4319
10897
21
37
24
15
37
1716
586
2353
15
151
9240
3189
5214
21
19
6297
21
63
17
1284
1841
17
3592
13
49
4517
418
4418
19027
996
418
52
686
12
4942
18
1095
41
166
17
20
20
1462
43
16074
13
23
31
32
20
4205
914
5673
464
15
65
28
2928
1754
1006
44
22
994
8872
3911
7010
1710
49
26
35
3009
185
12
50
1923
37
17
40
2363
11007
4965
8789
8152
4621
375
15
15127
156
26715
55
26
38
5936
844
22
90
9032
13
9782
25
426
1314
843
692
5040
20
21
16
1409
31
19
42
43
23
17
4037
133
40
3800
24
9645
25
16
2398
1917
30
181
3904
15
82
6106
1373
15
19
320
41
2680
64
59
173
19
10604
18
76
2665
162
267
14
6773
3658
19
3148
39
22
4018
19
21
30
12997
3536
32
67
17134
28
2325
62
1016
892
29
553
20
2224
24
4184
15
7972
36
87
15
8852
17
74
11828
37
2572
5809
163
26
2472
98
5582
1245
5228
55
13
1986
33
1641
15961
23
7502
20
252
6801
22117
54
3229
28
95
36
202
4490
10071
66
25
3137
49
17
27
322
16
8097
16
5829
6061
3569
36
17
22
517
18
13035
21
25
24
10071
27
2655
3967
11675
855
7283
207
8154
1430
55
535
1241
30
19
16
2726
51
23
3948
15124
27
2477
59
62
583
731
8582
623
13484
14962
1452
16
3438
51
7735
29
16931
2415
21
13
17
40871
19
7603
18
9290
16109
4511
2748
783
27
2160
4193
9922
26
49
28
29
4541
52
17
1569
16
16
31
14
3933
1198
13
16
6797
17
57
6249
4468
22
19815
109
21
250
1211
22
19
18
344
212
1207
14
12769
2323
15
642
2925
2141
23
2993
14
23
5140
4813
40
24
251
8018
56
2404
20
27
50
6530
57
71
11614
32
2311
659
2311
2353
33
18
8869
4877
16
42
615
4985
3646
1829
246
1459
44
27
4090
3701
2945
42
10488
13899
22
25
6745
12
151
193
5610
417
62
16
34
58
534
19
18
2867
2426
18
109
6408
11801
37
14
18
20721
3036
15
37
26
36
24
3663
21
20633
7926
8844
51
1542
355
21
2480
22301
3910
12593
14612
2694
25
14
21
18
17
14
4707
3007
1180
16
1213
70
40
4861
15
10200
2246
13
3101
1871
51
55
61
42
6080
24
19
13
2366
4676
18
2652
23
24
43
1737
233
29
10031
576
2082
894
351
214
3126
5576
16
8640
1012
24
76
19
12
7931
43
7141
34755
1190
7336
1400
14
3428
5544
23
19
6142
2526
21
24
97
5733
107
47
28
10874
58
69
29
17
4970
1863
2835
64
17
13
5288
1642
18
11378
1062
1527
17
21073
22
19
66
35
28
25
254
1750
158
24
43
2952
14
6545
4162
7754
491
10970
6304
430
23840
20
12737
3149
71
23
1739
58
29
163
107
14759
2605
42
59
53
10786
20
29
3247
33
5471
659
14
312
52
19
21
24
27
16029
54
19
19
19
45
31
15
53
28
26
31
14
7878
71
6455
4509
13
44
63
4418
37
16499
7142
48
1489
7616
17
15
21
15
27
32
5044
9946
556
20
20
29
1613
6464
27
20
51
1684
19
39
833
3248
3230
17
25
20
110
40
80
21
221
30
21
2947
45
56
451
99
3720
2427
21
18
3842
13483
39
4151
105
18842
1008
5713
1833
746
41
1586
73
20
1093
1865
8499
23
2158
6091
19593
185
26
581
36
27
19
16580
47
7729
13
16
2523
21
31
197
16
14
1356
1725
13
3838
5600
15019
74
13095
8804
3141
65
114
21
17577
40
1589
14830
1065
1176
56
21
1407
105
25591
23681
20
7622
462
3559
16
17
17
4218
20
3508
11216
2355
1513
684
206
19
38
3271
529
43
198
3421
4025
349
2580
1413
11556
9629
2085
25
41
30
9207
9137
202
426
775
9499
16
31
6936
3257
1641
7240
33
1437
5022
336
20
17
68
66
44
12
127
139
2818
21
6979
5776
21
103
22
2698
8083
14
37
28109
3653
3539
2962
59
8442
181
24
26
31
1499
7963
27
25
75
206
55
1354
6840
21
5162
876
5322
6464
4249
73
14944
12
36
1852
6406
8822
6724
18
17
63
27
6113
29
4404
13
2173
18
41
408
16
19223
2606
11180
413
553
20
50
21189
47
18
4019
2602
9767
5205
9202
37
120
28
58
19
16
2250
6745
28
19
49
205
2593
34544
17
25
532
53
13
2661
11182
6741
18
3291
36
73
13594
38
9431
366
27
14
3080
68
2156
54
1612
110
15
20348
59
6782
85
19
43
91
1093
15
84
14775
1022
44
13615
25
37
14
1434
40
362
20
598
52
5587
31
6375
27
20
752
1400
19
13
644
7061
2885
25
1330
1283
22
22
18
13
6328
83
63
3356
18
12029
9655
233
605
67
990
43
913
35
15561
702
947
36322
2838
15666
953
15
8054
11297
28
153
190
37017
28
2773
43
25594
12800
28
1570
13974
83
25
13
53
915
2441
3004
1068
8465
68
10837
18
42
13
10619
15
3134
1130
38
4910
2435
983
941
372
4604
996
12095
87
2892
23
28
1410
57
2984
392
779
27
52
12
1746
17
462
17
3979
12
58
23
10633
54
6050
9956
2418
145
25540
575
16
272
33
3881
20724
68
6837
6308
24
63
3486
1833
2586
2620
6932
20
45
28
13
48
1007
4782
31015
3554
16952
108
42
10407
49
728
2653
4785
5619
165
4927
7425
22
2589
768
15
20
16
10778
1776
3834
312
8763
27
93
7194
4430
27
19
696
4731
9039
48417
10953
18
114
2054
7478
32
2831
41
47
30
2051
17
15
14
15472
21
33
7578
5347
541
563
3092
20
289
1111
2181
18
10131
21805
377
24
24
134
18890
31
18903
1115
5299
37
25
58
7991
46
57
18
566
5012
1394
2554
15
2770
1767
15
368
3988
7376
6417
26
33
35
679
7556
11857
58
192
17
9084
17
5691
29
1710
6479
2271
36
85
27
32
76
91
1219
40
397
18
38
58
51
15
403
537
2358
108
48
711
15
80
25
18
15
7221
14
41
23
14544
314
89
40
900
144
490
28
5973
17
27
2812
13904
20
3131
13753
23
918
5697
3572
13
41
14
10562
2898
22
20692
20
1815
21180
13
28
37
20
23
32
12342
24
2057
3414
10007
2785
16
5465
15
22
83
13
3222
6134
9677
157
34
20
53
104
30
304
30
43
71
23
15
1785
44
470
23
3797
4260
17
2938
34
118
19
4846
2761
26077
1023
111
2658
28
66
8755
21
32
26
27
58
12
1972
4539
40
4620
32
1059
5326
96
34
7069
15
7140
16
28
18775
17
18
12447
59
28
903
1315
17
54
17562
23
714
9012
65
20
20
37
19
61
15
49
265
9296
17
20
3527
35
1477
28
15
12986
11255
28
37
2359
20
5482
54
6511
22
1474
675
13902
5902
42
16
20
3158
181
2969
7014
59
9127
54
3396
406
1174
88
87
26122
227
42
13
14
3358
20
6815
3709
96
52
163
38
21
144
7723
160
6044
10327
2823
38
37933
33
11613
208
17
2109
1976
17910
18
22
80
1391
13473
142
41
1178
1721
6666
32
26
13
19
15
171
30
3126
52
26
42
19
17
5823
9494
2735
8154
35
664
16
8202
33
44
4186
10028
4301
14
6030
7444
13
43
23
455
18
131
35
24
33
9361
33
12
5087
21
35
2571
23
18
94
27
39
4068
2662
11577
11032
291
4782
153
7219
15
22
19
16737
13
23
21
3064
8908
1104
11496
147
29
53
25
5143
6112
1633
7528
3227
20
937
35
2505
19
27
3914
22
1223
4831
13323
18
76
63
5103
3279
68
10459
48
23
19
690
6133
117
4024
33
3288
25
33
1819
50
10961
3866
4104
51
15
19
3408
52
82
37
15
15
8640
17
29
19102
39
14
7264
8708
1664
3315
16
28
19
1054
17
693
25
12
559
13
32
24
16
1000
18
21
17821
527
48
28
33
19
15
4828
5335
1408
29
26
210
27
79
8634
51
11039
43
476
8555
2516
132
61
4732
16
202
18
50
24
2086
141
31
658
2271
644
46
2545
848
15
8300
23746
9299
2571
5929
26
7110
461
17
15
94
31
2989
3876
2157
28
7274
53
48
38
54
16
32
117
41
199
25360
155
25
21
13
21
29
7569
723
6858
64
24
1069
13
4657
1366
9554
287
15855
21
3720
27
40
38
1250
20
112
63
123
68
12
16
28
170
2117
549
2619
21
410
23
74
36
23
17
24
19
80
17
39
31988
730
20
23
75
14
94
96
2681
14
903
1661
448
30
8824
1833
6788
41
2331
9687
604
3398
21
4307
1993
9430
1460
24
103
111
686
9118
15
106
33
50
171
835
9017
4186
1378
15
5014
424
29
36
19
19680
6956
12
101
48
806
125
5969
18
16
25
79
17
22
1446
911
4521
882
596
4619
4051
74
26140
34
36
2871
13597
1202
2180
543
18412
79
13
19762
36
22
3813
6582
9464
225
35
7060
22
13
726
4363
6151
48
8789
4462
24
75
17
1364
7688
12
17
24
354
18
6801
610
11830
16
18
213
2925
29
417
3978
4302
12
1375
32
26
22
679
5561
929
26
533
57
12138
147
7527
17
11136
348
245
447
3080
1192
7727
14
4314
25
19
19
15
39
29
62
6560
720
184
1230
16
233
1526
4711
309
6993
7705
3284
372
21
17
9700
39
99
12
6597
17
24
57
17
22
27
77
44
107
5893
21
1658
3184
20
22
1019
2395
21940
49
19
1667
4404
162
20
75
272
83
2865
88
4010
17
32
13
39
2777
369
212
23
288
1755
16845
6316
19
14
8346
136
30
34
8528
18
95
4726
256
1743
17
7472
11486
15
38
185
161
5131
97
13
11907
77
15875
34
25
28
19
12
578
3887
20
275
12570
12210
17
15
53
3253
17
985
71
13
16
2662
73
1444
3777
41
32
23
904
132
2015
14
19
30
1695
12
4979
38
18
15
3955
14230
15
790
19
20314
41
70
20
3414
24
4152
5455
4974
32
105
23
2288
3127
3193
22
8795
4319
5167
339
4831
17
67
712
177
17
40
13585
1901
19208
35
23
810
2882
1874
6516
6863
36
19
785
296
124
28
9531
19
15
3388
1141
52
18
7499
32
476
20
6705
57
12
9057
1527
10848
25
5784
24
430
41
34
3174
34
45
16
231
25
23
2295
18
1281
98
1235
1210
13
184
1047
38
24
1816
745
3424
113
1549
2503
33
20
3420
81
9338
67
32
113
201
1772
12
30
1504
4004
24
