"type","date","bottom","top","lower","upper","median","mean","std","prob_control","mean_window","sd_window","confidence","date_onset","state","date_of_analysis"
"nowcast",2020-04-03,0.0237228684332138,0.410357599885791,0.120783574896792,0.243335801628751,0.204626428970713,0.240166377105352,0.176652742721632,0.995891783567134,3.03607214428858,2.12466025126149,0.781167371409169,2020-04-08,"SA","2020-04-26"
"nowcast",2020-04-04,0.0378940779821541,0.490768401018821,0.116403459055758,0.255299256205331,0.216996946962095,0.267812423373632,0.202998469951714,0.991082164328657,3.03607214428858,2.12466025126149,0.730033531429518,2020-04-09,"SA","2020-04-26"
"nowcast",2020-04-05,0.025101950919195,0.608776066862436,0.0975032667386062,0.25753476218834,0.224954713728659,0.305205537848637,0.279164958214433,0.973246492985972,3.03607214428858,2.12466025126149,0.668874720561429,2020-04-10,"SA","2020-04-26"
"nowcast",2020-04-06,0.00244563136628787,0.760477720047246,0.103847152621997,0.300341084877546,0.252825140481371,0.386465931454788,0.454371205992477,0.936710130391174,3.0320962888666,2.12201131193521,0.609102953209754,2020-04-11,"SA","2020-04-26"
"nowcast",2020-04-07,0.00770395475549062,1.12900224622441,0.0894743303556686,0.338928620371111,0.296822974750727,0.517147741308388,0.658930175432505,0.882713567839196,3.03517587939698,2.12291151157546,0.559405624700086,2020-04-12,"SA","2020-04-26"
"nowcast",2020-04-08,0.00352101146931559,1.74134004702559,0.0749901727415395,0.409520586507639,0.369814270939706,0.729416398690646,1.05166164465679,0.813894523326572,3.02434077079107,2.11961406651151,0.538751226938884,2020-04-13,"SA","2020-04-26"
"nowcast",2020-04-09,0.00143676063382371,2.1234748649012,0.0399490898619253,0.444143789636094,0.42079694489704,0.849859215328775,1.24826573847832,0.778147762747138,2.99895941727367,2.11369001060705,0.555635573390295,2020-04-14,"SA","2020-04-26"
"nowcast",2020-04-10,0.000226066206911831,1.995220630709,0.0090619600873354,0.460214247063524,0.455559815525379,0.8505397513155,1.21699627031579,0.757763300760043,2.98588490770901,2.10971116679451,0.562096100585792,2020-04-15,"SA","2020-04-26"
"nowcast",2020-04-11,0.000185224439145863,2.09506739066138,0.00394658096250147,0.500058003852833,0.498037258347807,0.872493645834609,1.11945629069654,0.728384798099762,2.96555819477435,2.08786708452482,0.560095638022126,2020-04-16,"SA","2020-04-26"
"nowcast",2020-04-12,0.000578223290998913,2.75767973260955,0.0028479563123155,0.620828919111517,0.619292376440951,1.10430381821864,1.44778034962847,0.654226267880364,2.96618985695709,2.09326094072204,0.558249989988816,2020-04-17,"SA","2020-04-26"
"nowcast",2020-01-11,0.634889829227351,3.33861590104696,0.890965040125685,2.21861764833131,1.93991020556485,1.82777695760459,0.891921962999706,0.2,5,0,1,2020-01-16,"SA","2020-06-28"
"nowcast",2020-01-12,0.726632778683681,3.8353804727567,1.14332056709544,2.72921919588656,2.36999237358966,2.11961573209544,1.09627517139609,0.2,5,0,1,2020-01-17,"SA","2020-06-28"
"nowcast",2020-01-13,1.27416117964108,6.23311019345433,1.27416117964108,3.10953343085261,2.9210082855029,3.33621785314572,1.75756843142841,0,5,0,1,2020-01-18,"SA","2020-06-28"
"nowcast",2020-01-14,0.85574394979101,6.21489669829923,2.99709428629844,6.03511275868083,4.24023786852661,4.02502704686981,2.05917865028541,0.1,5,0,1,2020-01-19,"SA","2020-06-28"
"nowcast",2020-01-15,1.82405915603077,8.71843997873744,2.45227346115484,4.70208932583868,3.83469485796265,4.20860557492923,2.08208248701172,0,5,0,1,2020-01-20,"SA","2020-06-28"
"nowcast",2020-01-16,0.530980022355352,7.9509585593733,0.530980022355352,2.56323278316883,2.13026524390067,2.69193438031339,2.22813620691899,0.2,5,0,1,2020-01-21,"SA","2020-06-28"
"nowcast",2020-01-17,0.742574671970454,6.19168968756914,1.27564676380389,2.93887978181247,2.27197497968307,2.60031213384608,1.85936482661961,0.2,5,0,1,2020-01-22,"SA","2020-06-28"
"nowcast",2020-01-18,0.295865120990861,4.70486931698373,0.864076329301245,2.19079755806508,1.64494499286276,2.11135524949796,1.47571822152814,0.25,3.5,1.53896752812773,1,2020-01-23,"SA","2020-06-28"
"nowcast",2020-01-19,0.125070359079255,5.44169982920871,0.350110250269363,2.23093642844711,2.01620702929869,2.40789097100301,2.17719292580844,0.316666666666667,3.33333333333333,1.50329205600566,1,2020-01-24,"SA","2020-06-28"
