pc_100_day_N3
93484
2
4
192276
8
15
13904
501768
22
14
6
4
4
14
4
6
49898
3
10
6
3
10
18
3
124840
2
64
23236
2
4
28
3841
8
5134
5
14143
3636
9
94329
14
6
2
2
30
6
4
11898
13
5
10191
5
3
22758
13
7
3
13
1969
2
3
11167
4
14
3
2
3790
4
2
3
3
3
18581
4
5
5
6
17283
4
13586
17
3
14795
4
19
10
6
2
17300
4
5
2
11
3
3
9575
18
2
2
2
3
5
2
3
2
3
2
3
6
6
3
3
3
5
2
3
4
2
19941
3
2
27
3
93817
38
2
99
3
2
4
89971
26
4
3
11210
29556
2
3540
3
4
4
4
29545
5
2
2
3
6
3
2
20570
3
4678
777
2
12
2
3
2
3
38297
2
6
2
7
3
5
3
8
5
15
10
7
5
24
24796
9350
10
22
2
27
27
7502
2
3
5
4
3
5
92
2
2
4
2
3
3
10677
40
9
52385
71
49
11
7
2
2
7
2
2
2
2
5
16
4
3
2
2
16
13
5
3
21347
4
2
3
16
8
17412
20856
2250
36
2
3
2
5
8262
3
1547
3
19584
5
3
6560
5
159729
5
3
3
3
2
950
2
2
59
2
2
8
2
7
2
2
68
2
27
4
4
2287
4877
3
28
83
1611
2
2
20187
28
11
2
5
23
4
17893
2
30
21600
3
25
2
5
2
11
3
4
2
248971
2
7
3
10
3
5
2
11710
8
4
7
4
5
3
4
792
6
4
67
3
2
4
3
26
17
3
3
3
2098
4
10
2
2
4
5
9
2
8
62189
70908
4
194587
2
2
49
7
9
4
22
18
2
5
13846
76202
1754
2
3
18
48051
6
4
1353
2816
3
3
21
5
5
658
3
4
2
4
2
2
2
1781
83584
4
1925
3
46167
4
2
2
41825
4
2
9
8
22727
25
4
5
2
22047
318
35
5
3
3
2
7047
17821
4
24
2
2
5
23
10
2
17
3
9
3
2
142838
14
7
10
14
3
3
79
5
3
51260
38
2
24
9
36725
5
24726
2
3
5
9
3
5
2
9
47938
11
2
12377
100
3
5
3
4
4
7
40
2
3
2
5
3
3
4
14
24
66099
2
18496
3
4847
9
46125
2
7
7
3
14
4827
9
2
6
2
2
14053
4
2
3
2
3
2
4
3
2
11
2
15845
4019
3
7
8
6
413
2
3
5337
75542
3
3
49839
2
124351
2
3
3
10721
2
2
49
2
3
10
2
2
3
3
4483
4791
41848
47
4
2
21254
3
3
11420
11
16481
4
2
4
9
5
10025
16987
3
3
9
85
394
3
2
3
3
13
5
16890
3
999
71
3
3
3
2
38
2
32910
20
36
3
2
344
2
2
8
6036
9
18
15
6
3
2
5
11
2396
6585
12
2
88568
39310
3
4
5
15159
78044
3
2
2
3
2
3
2
664
272206
2
2
5
4
2224
2
2
12
97
2
7
166758
16
5191
5
3
3
274
12171
5
7
3
2
2
2
3
3
3
96240
2
3
5
42
25
4
2
5
2
4
8754
34580
2
3
2471
12099
19
9
68
2
2459
5
11404
3
9
2
19
3
3
2
97245
1088
134838
3
10
2
185
66
2
3
15476
3
44177
2
5
3
3741
66719
3
6
4
2
2
5
3
11
23
3
7
32099
2
3
8
3
13
42
2
45983
19102
12
17
8
3
10137
6
68336
2
2
12
6
3
35
3
16017
9
58257
4
2
2
208748
5
91113
3
2
5
4
103958
9
3
4
9
16
29545
30453
3
4
9
48020
2
7
3
4
4
63
2
10
9
3
79457
7
5
8974
7
47
3
2
12
2
6582
2
44
2
5
25365
2
4
1705
68
3
15
15015
24
4
20451
29732
3
2
10581
1232
75667
2
9
12782
11
2
29061
2
3
2
32560
10
4
2
2
7
19
3
22
2
77
17
36
9
4
15
10035
280533
2
12
3
32798
80
52222
3
2
2384
29318
3
4
4
32
2042
14141
2
120
2
30862
5628
7
55
6
18134
5
3
55
2
3
6
2042
747
851
27548
22
2
46639
2
12
21033
2
29069
9
29
3
5
124493
3
2
1498
5
4
3
79
4
3562
3
45060
203350
23
2
3
6
10
28
5939
23
5
7731
28
3
2425
3
6
543
2
10
5
9
2
3
2
1235
5
3
6786
2
40057
2
18257
10438
3
10464
12
9
2
17093
2
17701
3
3
18
5
34
19887
2
3
6771
49
27
15
15
2
11019
41
20519
28242
2
3
11
2
30
2
23599
4
24
2
5
2
2
14
15
23
3
38312
2
4361
3
3
4
3
3
3
2
27
3
2201
6632
95
2
2
2
4
5
6
4
9
71489
8
21
39
7
32571
527
17504
40958
2
11
25523
3
2
54193
2
15
12
3
4
1161
4136
2
4
27
4
6
11
2
2
4
2
3
4
8
5
2
3
8
3
