pc_90_day_P1
49784
2
4
88881
8
15
57
502539
22
18
6
4
4
14
4
6
35965
3
10
6
3
10
18
3
59328
2
107
2566
2
4
36
9948
8
1525
5
9256
11
9
15470
14
6
2
2
1421
6
4
23086
14
5
308
5
3
32316
13
7
3
13
598
2
3
10384
4
14
3
2
19351
4
2
3
3
3
26739
4
5
5
6
12
4
20016
17
3
17335
4
19
10
6
2
10365
4
5
2
11
3
3
4087
18
2
2
2
3
5
2
3
2
3
2
3
6
6
3
3
3
5
2
3
4
2
12828
3
2
27
3
30639
4259
2
4319
3
2
4
16289
26
4
3
1729
11
2
3304
3
4
4
4
30
5
2
2
3
6
3
2
295
3
84
1167
2
14
2
3
2
3
37731
2
5
2
7
3
5
3
8
5
15
10
7
5
24
1794
6284
10
22
2
30
7218
4756
2
3
5
4
3
5
101
2
2
4
2
3
3
20743
40
9
31263
182
9
11
7
2
2
7
2
2
2
2
5
13369
4
3
2
2
16
13
5
3
33948
4
2
3
16
8
25
3118
13298
36
2
3
2
5
9969
3
10090
3
69629
5
3
29262
5
55595
5
3
3
3
2
28402
2
2
59
2
2
8
2
7
2
2
68
2
29742
4
4
18514
4369
3
28
21
83
2
2
78732
28
11
2
8
23
4
23538
2
30
2198
3
27
2
5
2
11
3
4
2
150588
2
7
3
10
3
5
2
15
8
4
7
4
5
3
4
2209
6
4
67
3
2
4
3
31
17
3
3
3
1172
4
10
2
2
4
5
9
2
8
74291
62502
4
171624
2
2
9437
7
9
4
11149
18
2
5
12103
3554
19
2
3
18
28288
6
4
13745
126
3
3
21
5
5
394
3
4
2
4
2
2
2
20014
77291
4
5834
3
16671
4
2
2
98592
4
2
9
8
46227
25
4
5
2
101772
15
70
5
3
3
2
8356
23169
4
24
2
2
5
23
10
2
11
3
9
3
2
65511
34
7
879
14
3
3
20
5
3
31504
38
2
24
9
7
5
20996
2
3
17
9
3
5
2
9
2015
11
2
37858
100
3
5
3
4
4
7
12117
2
3
2
5
3
3
4
14
24
43658
2
8678
3
1120
618
13563
2
7
7
3
14
11088
9
2
6
2
2
11
4
2
3
2
3
2
4
3
2
11
2
29336
3135
3
7
8
6
255
2
3
107
65208
3
3
24710
2
8
2
3
3
1819
2
2
49
2
3
10
2
2
3
3
5571
11174
51338
47758
4
2
50414
3
3
13
11
7787
4
2
4
9
5
10294
56896
3
3
9
92
70431
3
2
3
3
8
5
8
3
2141
71
3
3
3
2
38
2
66244
20
38
3
2
112
2
2
8
28
9
18
34
6
3
2
5
10
10541
17841
12
2
17823
33123
3
4
5
28729
89349
3
2
2
3
2
3
2
592
245611
2
2
5
4
1773
2
2
12
269
2
20
72227
16
1346
5
3
3
26052
11001
5
7
3
2
2
2
3
3
3
40961
2
3
5
42
25
4
2
5
2
4
7761
108036
2
3
6
12415
19
9
4417
2
3691
5
5092
3
9
2
19
3
3
2
17962
39
47510
3
10
2
73
66
2
3
70390
3
17807
2
5
3
7735
27570
3
6
4
2
2
5
3
11
23
3
7
105473
2
3
8
3
13
42
2
44291
50
12
1680
8
3
2634
6
22041
2
2
12
6
3
36
3
44855
9
16826
4
2
2
16818
47296
28150
3
2
5
4
41706
9
3
4
9
16
12577
70885
3
4
9
58321
2
7
3
4
4
8862
2
10
9
3
73613
7
5
6582
7
47
3
2
12
2
1871
2
43
2
5
48974
2
4
14
36
3
15
19115
24
4
17791
31906
3
2
30391
41
61788
2
9
1548
11
2
12769
2
3
2
34042
10
4
2
2
7
19
3
22
2
48
84112
36
9
4
15
5141
164471
2
12
3
664
7677
38494
3
2
163
17576
3
4
4
32
3249
50865
2
9
2
37279
40186
7
55
6
5579
5
3
30
2
3
6
110
944
12
4026
22
2
30476
2
12
10917
2
7790
9
17095
3
5
25853
3
2
68
5
4
3
79
4
9770
3
15390
156864
23
2
3
6
10
28
5249
33
5
2981
28
3
459
3
6
67
2
5
5
9
2
3
2
16799
5
3
40
2
15900
2
16044
6986
3
17821
12
9
2
487
2
24806
3
50926
171727
5
19
2384
2
3
12204
40
27
11765
15
2
5351
41
35712
83048
2
3
11
2
30
2
3311
4
24
2
5
2
2
12
15
24174
3
19427
2
1388
3
3
4
3
3
3
2
27
3
1300
20680
106
2
2
2
4
5
6
4
9
15059
8
3292
39
7
62952
2593
47876
49935
2
11
23813
3
2
43006
2
15
12
3
4
2429
3620
2
4
27
4
6
11
2
2
4
2
3
4
8
5
2
3
3594
3
